,hole_ID,depth_from,depth_to,code,code_long,code_description
6648,TS019,106.68,108.2,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6649,TS019,108.2,109.73,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6650,TS019,109.73,111.25,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6651,TS019,111.25,112.78,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6652,TS019,112.78,114.3,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6653,TS019,114.3,114.97,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6654,TS019,114.97,115.28,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6655,TS019,115.28,116.13,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6656,TS019,116.13,116.4,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6657,TS019,116.4,116.8,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6658,TS019,116.8,116.95,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6659,TS019,116.95,117.84,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6660,TS019,117.84,118.17,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6661,TS019,118.17,118.69,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6662,TS019,118.69,119.05,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6663,TS019,119.05,120.4,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6664,TS019,120.4,121.92,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6665,TS019,121.92,122.68,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6666,TS019,122.68,122.9,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6667,TS019,122.9,123.2,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6668,TS019,123.2,123.44,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6669,TS019,123.44,124.08,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6670,TS019,124.08,124.27,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6671,TS019,124.27,124.66,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6672,TS019,124.66,125.03,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6673,TS019,125.03,125.3,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6674,TS019,125.3,125.52,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6675,TS019,125.52,125.79,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6676,TS019,125.79,126.0,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6677,TS019,126.0,126.31,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6678,TS019,126.31,126.67,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6679,TS019,126.67,127.22,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6680,TS019,127.22,128.26,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6681,TS019,128.26,128.63,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6682,TS019,128.63,129.54,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6683,TS019,129.54,130.21,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6684,TS020,59.44,60.96,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6685,TS020,60.96,62.48,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6686,TS020,62.48,62.73,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6687,TS020,62.73,63.15,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6688,TS020,63.15,64.01,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6689,TS020,64.01,65.53,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6690,TS020,65.53,67.06,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6691,TS020,67.06,68.58,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6692,TS020,68.58,68.95,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6693,TS020,68.95,69.34,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6694,TS020,69.34,70.1,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6695,TS020,70.1,70.87,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6696,TS020,70.87,71.368,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6697,TS020,71.368,78.133,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6698,TS021,134.11,135.64,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6699,TS021,135.64,137.16,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6700,TS021,137.16,138.68,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6701,TS021,138.68,140.21,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6702,TS021,140.21,141.73,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6703,TS021,141.73,143.26,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6704,TS021,143.26,144.78,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6705,TS021,144.78,146.3,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6706,TS021,146.3,147.83,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6707,TS021,147.83,149.35,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6708,TS021,149.35,150.88,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6709,TS021,150.88,152.4,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6710,TS021,152.4,153.92,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6711,TS021,153.92,155.45,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6712,TS021,155.45,156.97,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6713,TS022,117.35,118.87,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6714,TS022,118.87,119.36,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6715,TS022,119.36,119.51,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6716,TS022,119.51,120.21,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6717,TS022,120.21,120.4,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6718,TS022,120.4,121.92,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6719,TS022,121.92,123.44,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6720,TS022,123.44,125.09,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6721,TS022,125.09,125.3,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6722,TS022,125.3,125.94,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6723,TS022,125.94,126.22,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6724,TS022,126.22,126.49,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6725,TS022,126.49,128.02,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6726,TS022,128.02,129.54,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6727,TS022,129.54,131.06,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6728,TS022,131.06,132.59,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6729,TS022,132.59,134.11,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6730,TS022,134.11,135.64,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6731,TS022,135.64,137.16,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6732,TS022,137.16,138.68,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6733,TS022,138.68,140.21,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6734,TS022,140.21,141.73,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6735,TS022,141.73,143.26,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6736,TS022,143.26,144.78,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6737,TS022,144.78,146.3,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6738,TS022,146.3,147.83,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6739,TS022,147.83,149.35,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6740,TS022,149.35,150.88,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6741,TS022,150.88,152.4,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6742,TS022,152.4,153.92,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6743,TS022,153.92,155.45,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6744,TS022,155.45,156.97,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6745,TS022,156.97,158.5,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6746,TS023,150.88,152.4,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6747,TS023,152.4,153.92,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6748,TS023,153.92,155.45,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6749,TS023,155.45,156.97,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6750,TS023,156.97,158.19,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6751,TS023,158.19,158.5,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6752,TS023,158.5,160.02,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6753,TS023,160.02,160.32,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6754,TS023,160.32,160.66,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6755,TS023,160.66,161.54,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6756,TS023,161.54,163.07,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6757,TS023,163.07,164.59,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6758,TS023,164.59,165.57,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6759,TS023,165.57,165.84,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6760,TS023,165.84,166.12,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6761,TS023,166.12,167.64,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6762,TS023,167.64,169.16,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6763,TS023,169.16,170.69,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6764,TS023,170.69,172.21,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6765,TS023,172.21,173.74,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6766,TS023,173.74,175.26,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6767,TS023,175.26,176.78,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6768,TS023,176.78,177.0,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6769,TS023,177.0,178.31,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6770,TS024,146.15,146.3,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6771,TS024,146.3,147.83,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6772,TS024,147.83,148.7,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6773,TS024,148.7,149.35,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6774,TS024,149.35,151.03,TSBF,Tom Black Facies,"Tom Black Facies Mineralization; laminated sphalerite, black cherty mudstone, and pyrite"
6775,TS024,151.03,151.49,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6776,TS024,151.49,152.4,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6777,TS024,152.4,153.53,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6778,TS024,153.53,153.92,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6779,TS024,153.92,155.45,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6780,TS024,155.45,156.97,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6781,TS024,156.97,158.5,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6782,TS024,158.5,160.02,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6783,TS024,160.02,161.54,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6784,TS024,161.54,163.07,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6785,TS024,163.07,164.59,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6786,TS024,164.59,166.3,TSGF,Tom Grey Facies,"Tom Grey Facies Mineralization; laminated barite-sphalerite (white to cream)- cherty mudstone and pyrite, minor galena"
6787,TS024,166.3,166.76,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6788,TS024,166.76,167.64,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6789,TS024,167.64,169.16,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6790,TS024,169.16,170.69,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6791,TS024,170.69,172.21,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6792,TS024,172.21,173.74,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6793,TS024,173.74,175.0,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6794,TS024,175.0,175.26,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6795,TS024,175.26,176.78,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6796,TS024,176.78,177.58,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6797,TS024,177.58,177.76,TSPF,Tom Pink Facies,"Tom Pink Facies Mineralization; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
6798,TS024,177.76,178.31,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6799,TS024,178.31,179.1,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
6800,TS024,179.1,179.41,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6801,TS024,179.41,180.11,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6802,TS024,180.11,181.36,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6803,TS024,181.36,182.06,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6804,TS024,182.06,182.3,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6805,TS024,182.3,182.88,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
6806,TS024,182.88,183.18,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
